Symbol,Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
ZCZ18,2018-09-24,357.25,362,355.75,360.5,3.25,+0.91%,243521,1723754
ZCZ18,2018-09-21,352.5,357.75,352.25,357.25,4.75,+1.35%,244154,1732297
ZCZ18,2018-09-20,345.25,356.25,344.75,352.5,6.75,+1.95%,435864,1740435
ZCZ18,2018-09-19,343,346.75,343,345.75,2.5,+0.73%,241348,1743579
ZCZ18,2018-09-18,348,348.75,342.5,343.25,-4.75,-1.36%,336418,1726248
ZCZ18,2018-09-17,351,351.75,347.75,348,-3.75,-1.07%,250078,1703775
ZCZ18,2018-09-14,350.75,352.5,349.5,351.75,1.25,+0.36%,229175,1695247
ZCZ18,2018-09-13,354.5,355.75,348.75,350.5,-2.,-0.57%,423424,1689597
ZCZ18,2018-09-12,366.25,366.25,350.75,352.5,-14.25,-3.89%,714044,1682062
ZCZ18,2018-09-11,367.25,369,365.5,366.75,-0.5,-0.14%,220955,1677065
ZCZ18,2018-09-10,366.75,368,364.25,367.25,0.25,+0.07%,238567,1662564
ZCZ18,2018-09-07,366.25,368.5,363.5,367,0.75,+0.20%,180363,1659543
ZCZ18,2018-09-06,365.5,367.75,363.5,366.25,1,+0.27%,200044,1649424
ZCZ18,2018-09-05,368.5,369.75,364,365.25,-3.,-0.81%,271816,1640365
ZCZ18,2018-09-04,365.5,368.75,361,368.25,3.25,+0.89%,321954,1655575
ZCZ18,2018-08-31,356,366,356,365,8.5,+2.38%,325922,1657465
ZCZ18,2018-08-30,356.5,359,356,356.5,0,0.00%,413861,1643805
ZCZ18,2018-08-29,356.25,359,355.25,356.5,0.25,+0.07%,435107,1669237
ZCZ18,2018-08-28,360.5,362.5,356,356.25,-5.25,-1.45%,478987,1671504
ZCZ18,2018-08-27,363,363.25,357.5,361.5,-1.25,-0.34%,389839,1694533
ZCZ18,2018-08-24,360.75,364.5,360.5,362.75,1.75,+0.48%,356470,1707845
ZCZ18,2018-08-23,367.5,369.5,360.5,361,-5.75,-1.57%,470244,1755897
ZCZ18,2018-08-22,373.75,373.75,366.5,366.75,-7.5,-2.00%,335295,1725931
ZCZ18,2018-08-21,377.25,378.25,372.75,374.25,-2.25,-0.60%,286785,1713501
ZCZ18,2018-08-20,379.5,380.5,373.75,376.5,-2.25,-0.59%,282134,1727186
ZCZ18,2018-08-17,379.5,382.5,376,378.75,-1.,-0.26%,284033,1736222
ZCZ18,2018-08-16,376,382,375,379.75,3.75,+1.00%,236698,1719478
ZCZ18,2018-08-15,376.5,377.75,373.25,376,-0.5,-0.13%,274162,1719085
ZCZ18,2018-08-14,370.75,377.25,370.5,376.5,6,+1.62%,319216,1717134
ZCZ18,2018-08-13,371.5,371.75,366,370.5,-1.25,-0.34%,482824,1716755
ZCZ18,2018-08-10,382,383.5,370.75,371.75,-11.,-2.87%,601122,1735861
ZCZ18,2018-08-09,384.75,386.5,380.25,382.75,-2.25,-0.58%,415880,1731740
ZCZ18,2018-08-08,384.5,387.5,383.75,385,0.5,+0.13%,342614,1741922
ZCZ18,2018-08-07,385.25,388,383.25,384.5,-0.75,-0.19%,445623,1760500
ZCZ18,2018-08-06,384.5,386.25,382.5,385.25,1,+0.26%,225083,1793540
ZCZ18,2018-08-03,381.25,385.75,379,384.25,3,+0.79%,276946,1804679
ZCZ18,2018-08-02,379.75,387.25,379.25,381.25,1.75,+0.46%,528132,1809494
ZCZ18,2018-08-01,386.25,387.25,378.25,379.5,-7.,-1.81%,429984,1830748
ZCZ18,2018-07-31,381.25,388.5,380.25,386.5,5.25,+1.38%,452193,1851246
ZCZ18,2018-07-30,378.75,383.25,377.5,381.25,5,+1.33%,334880,1847689
ZCZ18,2018-07-27,374.75,378,373.5,376.25,0.5,+0.13%,314411,1862656
ZCZ18,2018-07-26,375.25,379.75,374.25,375.75,2.5,+0.67%,410197,1889654
ZCZ18,2018-07-25,366,374,366,373.25,7.25,+1.98%,303182,1882122
ZCZ18,2018-07-24,369,370.5,365.25,366,-5.25,-1.41%,283379,1906291
ZCZ18,2018-07-23,370,372.25,368.5,371.25,2.25,+0.61%,208850,1893981
ZCZ18,2018-07-20,365.25,369.75,363.75,369,4,+1.10%,243136,1882510
ZCZ18,2018-07-19,360.75,366,358.75,365,4,+1.11%,259467,1869863
ZCZ18,2018-07-18,359.75,362.75,359.5,361,1.25,+0.35%,229783,1850602
ZCZ18,2018-07-17,358.75,362.25,357.75,359.75,4.5,+1.27%,280232,1845765
ZCZ18,2018-07-16,353,359.25,352.25,355.25,0.5,+0.14%,246835,1845179
ZCZ18,2018-07-13,358.75,360,352,354.75,-4.5,-1.25%,321988,1841659
ZCZ18,2018-07-12,355,363.25,350.25,359.25,6,+1.70%,450781,1830591
ZCZ18,2018-07-11,358.25,360.5,352.75,353.25,-7.5,-2.08%,428737,1815900
ZCZ18,2018-07-10,365.5,367,357,360.75,-6.25,-1.70%,373604,1818055
ZCZ18,2018-07-09,372,372,363.25,367,-6.,-1.61%,271439,1809293
ZCZ18,2018-07-06,363,374,362,373,8.5,+2.33%,282345,1821162
ZCZ18,2018-07-05,366.75,370,362.5,364.5,0.25,+0.07%,239144,1827772
ZCZ18,2018-07-03,361.25,366.75,359.75,364.25,5.25,+1.46%,227526,1830330
ZCZ18,2018-07-02,372.5,374,358.5,359,-12.25,-3.30%,450879,1843902
ZCZ18,2018-06-29,367,376.75,366.5,371.25,5.25,+1.43%,474747,1839571
ZCZ18,2018-06-28,372,373,365.5,366,-7.25,-1.94%,539690,1840162
ZCZ18,2018-06-27,372.5,377.25,372.25,373.25,0,0.00%,511939,1862065
ZCZ18,2018-06-26,371,375.75,368.75,373.25,1.75,+0.47%,662393,1885804
ZCZ18,2018-06-25,379,380.25,370.25,371.5,-6.5,-1.72%,501457,1918571
ZCZ18,2018-06-22,379,380.5,375.75,378,-0.25,-0.07%,381534,1926616
ZCZ18,2018-06-21,375.5,380.5,371,378.25,2.5,+0.67%,443098,1981993
ZCZ18,2018-06-20,375.5,378.5,369,375.75,0.25,+0.07%,499835,1981869
ZCZ18,2018-06-19,377.25,379,360,375.5,-1.75,-0.46%,814825,1992169
ZCZ18,2018-06-18,381,383.5,375.5,377.25,-5.5,-1.44%,454288,1972530
ZCZ18,2018-06-15,385.75,389.5,377.75,382.75,19.75,+5.44%,731184,1957531
ZCN18,2018-06-14,374,374.75,362.5,363,-13.,-3.46%,811711,1967291
ZCN18,2018-06-13,377.5,379.75,373.25,376,-1.5,-0.40%,499107,1961020
ZCN18,2018-06-12,368,379.5,367.25,377.5,10.25,+2.79%,658021,1963233
ZCN18,2018-06-11,376.5,379,366.75,367.25,-10.5,-2.78%,630961,1973821
ZCN18,2018-06-08,376.25,379,373.5,377.75,1.5,+0.40%,368401,1976466
ZCN18,2018-06-07,379,382,374.25,376.25,-2.,-0.53%,652689,1980226
ZCN18,2018-06-06,384.25,386.5,378,378.25,-5.5,-1.43%,474418,2006600
ZCN18,2018-06-05,380.75,385.25,380,383.75,3,+0.79%,453463,1988935
ZCN18,2018-06-04,389.75,389.75,380.5,380.75,-10.75,-2.75%,562836,1995835
ZCN18,2018-06-01,393.75,397,390.75,391.5,-2.5,-0.63%,359189,1977277
ZCN18,2018-05-31,393.5,398.5,393.25,394,0.5,+0.13%,417033,1961824
ZCN18,2018-05-30,398.25,398.5,390.75,393.5,-6.5,-1.63%,563600,1965342
ZCN18,2018-05-29,408.75,410,397.5,400,-6.,-1.48%,428914,1959252
ZCN18,2018-05-25,404,406.75,403.25,406,1.75,+0.43%,248280,1952796
ZCN18,2018-05-24,408.25,412.25,403.75,404.25,-4.25,-1.04%,467561,1929935
ZCN18,2018-05-23,404.5,409,403,408.5,3.75,+0.93%,327611,1905156
ZCN18,2018-05-22,402.25,407,401,404.75,2,+0.50%,341705,1884621
ZCN18,2018-05-21,405.5,407.5,401.25,402.75,0.25,+0.06%,335326,1887136
ZCN18,2018-05-18,395.25,403.5,395,402.5,7.25,+1.83%,334681,1865533
ZCN18,2018-05-17,399,402,395,395.25,-4.,-1.00%,246133,1857576
ZCN18,2018-05-16,401.75,404.75,398,399.25,-3.,-0.75%,323175,1847798
ZCN18,2018-05-15,396.25,402.5,396,402.25,5.75,+1.45%,380856,1831023
ZCN18,2018-05-14,396.25,397.5,394.25,396.5,0,0.00%,266383,1822728
ZCN18,2018-05-11,401.25,401.75,395.75,396.5,-5.5,-1.37%,445201,1822826
ZCN18,2018-05-10,403,407,400,402,-0.75,-0.19%,561363,1807638
ZCN18,2018-05-09,403.75,404.75,402,402.75,-0.5,-0.12%,319844,1796702
ZCN18,2018-05-08,400.5,404,399.25,403.25,2.5,+0.62%,348718,1792804
ZCN18,2018-05-07,405,405.75,400.25,400.75,-5.5,-1.35%,334948,1789692
ZCN18,2018-05-04,407.75,408.25,405.5,406.25,-1.75,-0.43%,289647,1782098
ZCN18,2018-05-03,404.75,408.25,403.25,408,3,+0.74%,310728,1770721
ZCN18,2018-05-02,405,406.25,403.75,405,-0.75,-0.18%,355534,1767915
ZCN18,2018-05-01,401,406,399.75,405.75,5,+1.25%,516836,1750116
ZCN18,2018-04-30,399.25,404,399,400.75,2.25,+0.56%,516024,1719123
ZCN18,2018-04-27,394.75,399,394.25,398.5,3.25,+0.82%,578322,1703792
ZCN18,2018-04-26,395,396.25,393.25,395.25,-0.5,-0.13%,442636,1751337
ZCN18,2018-04-25,390,396.5,389.5,395.75,5.75,+1.47%,485687,1800556
ZCN18,2018-04-24,387.5,390.5,386,390,2.5,+0.65%,379384,1797330
ZCN18,2018-04-23,385.25,388,385.25,387.5,2,+0.52%,432632,1810024
ZCN18,2018-04-20,390.25,390.75,385.25,385.5,-5.5,-1.41%,408092,1811839
ZCN18,2018-04-19,391.75,392.5,389.75,391,-0.75,-0.19%,301347,1849879
ZCN18,2018-04-18,389.5,392.25,388.75,391.75,2.5,+0.64%,391959,1854990
ZCN18,2018-04-17,391.25,392.75,388.5,389.25,-1.75,-0.45%,554140,1854949
ZCN18,2018-04-16,393.5,394.5,390.5,391,-3.5,-0.89%,386829,1869143
ZCN18,2018-04-13,396.75,397.5,393.25,394.5,-2.75,-0.69%,501303,1871342
ZCN18,2018-04-12,395,397.75,393.75,397.25,1.5,+0.38%,460397,1884883
ZCN18,2018-04-11,398,399,394.25,395.75,-2.,-0.50%,360309,1873881
ZCN18,2018-04-10,398.25,400.5,396.5,397.75,-1.25,-0.31%,623286,1882013
ZCN18,2018-04-09,398.75,400.75,397.25,399,10.5,+2.70%,484150,1886279
ZCK18,2018-04-06,382,390,382,388.5,-1.,-0.26%,650717,1874477
ZCK18,2018-04-05,382,389.5,380.75,389.5,8.5,+2.23%,574180,1880806
ZCK18,2018-04-04,388,389,372,381,-7.5,-1.93%,799302,1874354
ZCK18,2018-04-03,387,392,386.75,388.5,1.25,+0.32%,452319,1865937
ZCK18,2018-04-02,389.25,392.5,387,387.25,-0.5,-0.13%,466814,1864403
ZCK18,2018-03-29,373.75,389.25,373.75,387.75,14.25,+3.82%,811275,1845774
ZCK18,2018-03-28,374.25,375,372,373.5,-0.5,-0.13%,324350,1839430
ZCK18,2018-03-27,374,376,372.25,374,0,0.00%,257468,1850903
ZCK18,2018-03-26,378.5,380.75,373.5,374,-3.25,-0.86%,340300,1850911
ZCK18,2018-03-23,376.25,378.25,369.25,377.25,1.25,+0.33%,542308,1833794
ZCK18,2018-03-22,375.5,377.5,374,376,1,+0.27%,302979,1847102
ZCK18,2018-03-21,375,375.75,373.75,375,0.5,+0.13%,306364,1844559
ZCK18,2018-03-20,375.25,377,373.25,374.5,-0.5,-0.13%,372060,1862226
ZCK18,2018-03-19,382,382,374.75,375,-7.75,-2.02%,460580,1880865
ZCK18,2018-03-16,386.25,387.5,382.5,382.75,-4.,-1.03%,343767,1885830
ZCK18,2018-03-15,388.25,390.75,385.5,386.75,-2.,-0.51%,334300,1881676
ZCK18,2018-03-14,391,393.25,388,388.75,-3.,-0.77%,411605,1863507
ZCK18,2018-03-13,390,395.25,389.75,391.75,1,+0.26%,439855,1860162
ZCK18,2018-03-12,389.5,391.25,387,390.75,0.25,+0.06%,373990,1837638
ZCK18,2018-03-09,392.75,393.25,389.75,390.5,-3.,-0.76%,528002,1821414
ZCK18,2018-03-08,386.25,393.75,385.75,393.5,6.25,+1.61%,563182,1809733
ZCK18,2018-03-07,387.75,389,386.75,387.25,-1.,-0.26%,339755,1775602
ZCK18,2018-03-06,386.5,388.5,385.5,388.25,1,+0.26%,318842,1743951
ZCK18,2018-03-05,385,387.5,384,387.25,2,+0.52%,301705,1729286
ZCK18,2018-03-02,385.75,388,383.5,385.25,-1.,-0.26%,535616,1702714
ZCK18,2018-03-01,381.5,386.5,379.5,386.25,4.25,+1.11%,546068,1687819
ZCK18,2018-02-28,379,384.75,378.25,382,2.75,+0.73%,566573,1660475
ZCK18,2018-02-27,377,379.5,376.5,379.25,2,+0.53%,725650,1636559
ZCK18,2018-02-26,374.75,378.75,374.75,377.25,2.75,+0.73%,809503,1633174
ZCK18,2018-02-23,374.75,376.25,373.5,374.5,-0.25,-0.07%,525916,1637130
ZCK18,2018-02-22,373.75,375.25,372.5,374.75,0.75,+0.20%,532449,1676463
ZCK18,2018-02-21,373.75,376.5,372.25,374,0.25,+0.07%,564001,1684295
ZCK18,2018-02-20,376.25,378,373.25,373.75,-1.25,-0.33%,702596,1681923
ZCK18,2018-02-16,375.25,376,374.25,375,-0.5,-0.13%,410480,1667072
ZCK18,2018-02-15,374.25,376,373,375.5,8.25,+2.25%,412828,1672912
ZCH18,2018-02-14,366.5,368.5,364.75,367.25,0.5,+0.14%,383463,1677175
ZCH18,2018-02-13,366.5,368.5,366,366.75,-0.25,-0.07%,555133,1661360
ZCH18,2018-02-12,365,367,364.25,367,5,+1.38%,535975,1658245
ZCH18,2018-02-09,364.75,365.5,361.5,362,-3.75,-1.03%,534218,1650719
ZCH18,2018-02-08,365,367.75,364.5,365.75,0.5,+0.14%,702727,1652086
ZCH18,2018-02-07,363.75,365.75,362.5,365.25,1.75,+0.48%,1015538,1686781
ZCH18,2018-02-06,358.75,364,356.25,363.5,4.75,+1.32%,441932,1711904
ZCH18,2018-02-05,359.5,360.75,357.25,358.75,-2.75,-0.76%,500126,1696459
ZCH18,2018-02-02,361,362.5,359.5,361.5,-0.25,-0.07%,391461,1700561
ZCH18,2018-02-01,360.75,362,358.5,361.75,0.25,+0.07%,508230,1695323
ZCH18,2018-01-31,361.5,362,359.5,361.5,0,0.00%,321429,1680022
ZCH18,2018-01-30,359.5,362.25,359,361.5,2.75,+0.77%,405461,1692248
ZCH18,2018-01-29,356.75,359.25,356.75,358.75,2.25,+0.63%,288374,1684215
ZCH18,2018-01-26,355,357,354.5,356.5,1.25,+0.35%,215568,1671798
ZCH18,2018-01-25,356,358,354.5,355.25,-1.25,-0.35%,399063,1666170
ZCH18,2018-01-24,351.25,357,349.75,356.5,5.25,+1.49%,545940,1662228
ZCH18,2018-01-23,351.75,352,349.5,351.25,-0.75,-0.21%,331793,1668554
ZCH18,2018-01-22,353.5,354.5,351.25,352,-0.5,-0.14%,272763,1646466
ZCH18,2018-01-19,351.5,354,351.25,352.5,1,+0.28%,238701,1631259
ZCH18,2018-01-18,352.5,354,350.5,351.5,-1.5,-0.42%,297992,1622220
ZCH18,2018-01-17,348.5,353.25,348.25,353,4.75,+1.36%,394598,1641918
ZCH18,2018-01-16,347.25,349.25,346,348.25,2,+0.58%,280153,1637164
ZCH18,2018-01-12,348.75,350,345.5,346.25,-2.5,-0.72%,323694,1622600
ZCH18,2018-01-11,349,350.5,348,348.75,-0.25,-0.07%,283670,1600994
ZCH18,2018-01-10,348.75,350,348,349,0,0.00%,258939,1591122
ZCH18,2018-01-09,347.5,350,347.25,349,1.75,+0.50%,236531,1589938
ZCH18,2018-01-08,350.75,351.5,346.75,347.25,-4.,-1.14%,414090,1592163
ZCH18,2018-01-05,350.75,352.25,350.25,351.25,0.25,+0.07%,215663,1552995
ZCH18,2018-01-04,353,353.5,350.25,351,-2.,-0.57%,289433,1549490
ZCH18,2018-01-03,353,354.75,352.25,353,-0.25,-0.07%,204594,1548164
ZCH18,2018-01-02,351.25,354,350.5,353.25,2.5,+0.71%,223889,1542911
ZCH18,2017-12-29,351.25,351.5,350.25,350.75,-1.25,-0.36%,159769,1538886
ZCH18,2017-12-28,353,353.5,350,352,-1.75,-0.49%,142866,1540020
ZCH18,2017-12-27,352,354.25,351.75,353.75,1,+0.28%,132153,1536644
ZCH18,2017-12-26,352,353.25,351,352.75,0.75,+0.21%,105582,1544322
ZCH18,2017-12-22,350.75,352.5,350.5,352,0.75,+0.21%,103330,1545463
ZCH18,2017-12-21,349,351.75,348.5,351.25,2,+0.57%,184430,1549339
ZCH18,2017-12-20,347.5,349.75,347.25,349.25,1.75,+0.50%,200045,1560205
ZCH18,2017-12-19,346.75,348.75,346.5,347.5,0.5,+0.14%,129601,1549922
ZCH18,2017-12-18,347.25,348.75,346.5,347,-0.5,-0.14%,149140,1540082
ZCH18,2017-12-15,348.75,350.75,346.5,347.5,-1.,-0.29%,211256,1532718
ZCH18,2017-12-14,349,350.75,348,348.5,-0.5,-0.14%,161100,1524433
ZCH18,2017-12-13,348,350,347.75,349,1.25,+0.36%,154884,1525547
ZCH18,2017-12-12,349.25,353,347.5,347.75,-1.25,-0.36%,290925,1520469
ZCH18,2017-12-11,352,352.25,348.25,349,-3.75,-1.06%,220182,1495045
ZCH18,2017-12-08,351.5,354,351.25,352.75,1.25,+0.36%,167419,1490843
ZCH18,2017-12-07,352.25,353.5,350.5,351.5,-1.25,-0.35%,211697,1496923
ZCH18,2017-12-06,353,356,351,352.75,-1.,-0.28%,255560,1498961
ZCH18,2017-12-05,353.5,357,352.75,353.75,0.25,+0.07%,267630,1484205
ZCH18,2017-12-04,359,360.5,352.5,353.5,-5.25,-1.46%,390788,1483903
ZCH18,2017-12-01,355.5,359.5,354.75,358.75,3,+0.84%,240722,1497424
ZCH18,2017-11-30,353.5,357,352,355.75,2.25,+0.64%,315178,1505922
ZCH18,2017-11-29,349.5,354,349.25,353.5,3.75,+1.07%,663005,1516181
ZCH18,2017-11-28,352,352.5,349.25,349.75,-2.,-0.57%,492913,1573236
ZCH18,2017-11-27,354.75,355.25,351.25,351.75,-3.25,-0.92%,685816,1603756
ZCH18,2017-11-24,356,357.75,352.5,355,-2.,-0.56%,369479,1634723
ZCH18,2017-11-22,355.5,358,355.25,357,0.75,+0.21%,400726,1681580
ZCH18,2017-11-21,355,356.75,353.75,356.25,-0.25,-0.07%,523314,1681453
ZCH18,2017-11-20,354.5,357,353.25,356.5,1.5,+0.42%,630086,1698289
ZCH18,2017-11-17,348.75,355.5,348.75,355,6,+1.72%,694816,1710646
ZCH18,2017-11-16,350.75,351.5,348.75,349,10.75,+3.18%,386927,1725617
ZCZ17,2017-11-15,337.25,339,337,338.25,0.75,+0.22%,443835,1711602
ZCZ17,2017-11-14,342,342.25,337.25,337.5,-4.75,-1.39%,408391,1702668
ZCZ17,2017-11-13,343.5,344,341.5,342.25,-1.25,-0.36%,577479,1686200
ZCZ17,2017-11-10,341.75,344,341,343.5,2,+0.59%,702690,1665575
ZCZ17,2017-11-09,347.5,349.75,340.75,341.5,-6.75,-1.94%,942922,1650113
ZCZ17,2017-11-08,347.5,349,345.75,348.25,0.5,+0.14%,435499,1626093
ZCZ17,2017-11-07,347.75,348.25,346.25,347.75,-0.25,-0.07%,608636,1623655
ZCZ17,2017-11-06,348.5,350.25,347.75,348,-0.25,-0.07%,372947,1625557
ZCZ17,2017-11-03,350.25,351,347.5,348.25,-2.25,-0.64%,379077,1636581
ZCZ17,2017-11-02,347.75,352,347.5,350.5,2.25,+0.65%,280797,1607161
ZCZ17,2017-11-01,345.75,349.25,345.25,348.25,2.5,+0.72%,371285,1607234
ZCZ17,2017-10-31,348,348.75,345.5,345.75,-3.,-0.86%,273729,1593417
ZCZ17,2017-10-30,348.5,349.75,347.25,348.75,0,0.00%,183096,1568191
ZCZ17,2017-10-27,350.25,350.25,347.5,348.75,-1.75,-0.50%,280551,1560015
ZCZ17,2017-10-26,350.75,352,349.5,350.5,-0.5,-0.14%,247470,1552088
ZCZ17,2017-10-25,352.5,355.25,350.5,351,-1.75,-0.50%,330081,1542616
ZCZ17,2017-10-24,351,353,349.5,352.75,1.5,+0.43%,379347,1546282
ZCZ17,2017-10-23,344.25,351.75,343,351.25,6.75,+1.96%,408302,1535770
ZCZ17,2017-10-20,349,350,344.25,344.5,-4.5,-1.29%,302684,1532647
ZCZ17,2017-10-19,348.75,351.5,348.5,349,0.5,+0.14%,203029,1507782
ZCZ17,2017-10-18,350.25,350.5,347.75,348.5,-1.5,-0.43%,224269,1490407
ZCZ17,2017-10-17,350.25,351.75,348.5,350,-0.5,-0.14%,245630,1489037
ZCZ17,2017-10-16,352.75,353.25,349.75,350.5,-2.25,-0.64%,206017,1485437
ZCZ17,2017-10-13,348.5,353.5,348.25,352.75,3.75,+1.07%,234754,1484377
ZCZ17,2017-10-12,346,354,342.5,349,3,+0.87%,511740,1485529
ZCZ17,2017-10-11,348.75,349,345.5,346,-3.25,-0.93%,255020,1462411
ZCZ17,2017-10-10,349,351.25,348.25,349.25,-0.25,-0.07%,192751,1449877
ZCZ17,2017-10-09,350.5,351.75,348,349.5,-0.5,-0.14%,169484,1444846
ZCZ17,2017-10-06,349.25,351,348.5,350,0.5,+0.14%,245491,1445938
ZCZ17,2017-10-05,348.25,351.25,347.5,349.5,1.25,+0.36%,163594,1450673
ZCZ17,2017-10-04,349.25,349.5,346,348.25,-1.25,-0.36%,271905,1448173
ZCZ17,2017-10-03,351.5,351.5,348.75,349.5,-2.,-0.57%,282979,1433227
ZCZ17,2017-10-02,354.75,356.25,351,351.5,-3.75,-1.06%,266704,1421596
ZCZ17,2017-09-29,352.25,358,350,355.25,2.75,+0.78%,363551,1412646
ZCZ17,2017-09-28,353.25,353.75,350.5,352.5,-1.5,-0.42%,210118,1398991
ZCZ17,2017-09-27,352,354.5,348.5,354,1.75,+0.50%,301378,1397514
ZCZ17,2017-09-26,352.75,355.5,351.5,352.25,-1.5,-0.42%,277931,1405286
ZCZ17,2017-09-25,352.75,355,351.25,353.75,0.25,+0.07%,153194,1400408
ZCZ17,2017-09-22,349.75,356.25,349.5,353.5,3.25,+0.93%,194290,1399534
ZCZ17,2017-09-21,349.5,351.25,348.5,350.25,0.25,+0.07%,160199,1398818
ZCZ17,2017-09-20,348,351.5,347.25,350,1.75,+0.50%,164633,1401547
ZCZ17,2017-09-19,351,353.25,346.5,348.25,-3.25,-0.92%,230956,1395966
ZCZ17,2017-09-18,353.25,355.5,350.5,351.5,-3.25,-0.92%,191280,1387310
ZCZ17,2017-09-15,353.5,355.5,352.5,354.75,0.5,+0.14%,206907,1380109
ZCZ17,2017-09-14,353,356.25,352.5,354.25,2.75,+0.78%,171389,1376690
ZCZ17,2017-09-13,351,356.75,350.25,351.5,0,0.00%,227808,1370299
ZCZ17,2017-09-12,357,357.25,345.5,351.5,-6.,-1.68%,417770,1368725
ZCZ17,2017-09-11,356.5,359.25,354.75,357.5,0.75,+0.21%,229782,1360001
ZCZ17,2017-09-08,355.25,358.75,355,356.75,1.5,+0.42%,197069,1351922
ZCZ17,2017-09-07,360,360.25,354.75,355.25,-5.75,-1.59%,194177,1352748
ZCZ17,2017-09-06,357.5,362,356,361,2.5,+0.70%,198618,1345159
ZCZ17,2017-09-05,354.75,360.5,354.75,358.5,3.25,+0.91%,227372,1337632
ZCZ17,2017-09-01,357,360.75,353.25,355.25,-2.5,-0.70%,287884,1331047
ZCZ17,2017-08-31,345,358.5,344.25,357.75,12.25,+3.55%,429227,1316468
ZCZ17,2017-08-30,348.25,349.25,345,345.5,-3.25,-0.93%,475457,1315393
ZCZ17,2017-08-29,350.75,351,347,348.75,-2.25,-0.64%,411821,1373874
ZCZ17,2017-08-28,353.25,355,350.5,351,-2.5,-0.71%,323279,1423991
ZCZ17,2017-08-25,356.25,357,352.5,353.5,-2.75,-0.77%,403302,1436813
ZCZ17,2017-08-24,355.5,356.75,354.5,356.25,0.5,+0.14%,340846,1469895
ZCZ17,2017-08-23,360.25,362.75,355.5,355.75,-4.25,-1.18%,340072,1473886
ZCZ17,2017-08-22,363,365.25,360,360,-3.,-0.83%,348883,1447921
ZCZ17,2017-08-21,364.25,364.5,360.75,363,-2.75,-0.75%,334856,1433297
ZCZ17,2017-08-18,364,366.25,363.5,365.75,1.5,+0.41%,400969,1426321
ZCZ17,2017-08-17,366.5,367.75,363.5,364.25,-2.25,-0.61%,273066,1420307
ZCZ17,2017-08-16,368.25,370,363.25,366.5,-2.,-0.54%,484708,1407468
ZCZ17,2017-08-15,374.5,374.75,367.5,368.5,-7.75,-2.06%,384147,1405868
ZCZ17,2017-08-14,373,376.75,370,376.25,1.5,+0.40%,331248,1390457
ZCZ17,2017-08-11,373,375.25,371,374.75,3.75,+1.01%,395798,1392975
ZCZ17,2017-08-10,385.5,389,370.25,371,-15.25,-3.95%,893599,1395056
ZCZ17,2017-08-09,383.25,386.75,383,386.25,2.5,+0.65%,502394,1378047
ZCZ17,2017-08-08,387,388.75,382.5,383.75,-3.,-0.78%,478160,1391126
ZCZ17,2017-08-07,382.75,387,382.75,386.75,5.75,+1.51%,399737,1416038
ZCZ17,2017-08-04,378,382.5,377.5,381,3.25,+0.86%,276692,1440639
ZCZ17,2017-08-03,379,381.25,375,377.75,-1.25,-0.33%,430624,1461177
ZCZ17,2017-08-02,378.25,381.25,377.75,379,2.5,+0.66%,289998,1441119
ZCZ17,2017-08-01,383,385.5,375.75,376.5,-8.25,-2.14%,345979,1434247
ZCZ17,2017-07-31,384.5,386,381.25,384.75,-3.25,-0.84%,239653,1415022
ZCZ17,2017-07-28,387,390.75,386.5,388,0.25,+0.06%,185993,1404663
ZCZ17,2017-07-27,387.25,390.5,386.25,387.75,1.75,+0.45%,243067,1393510
ZCZ17,2017-07-26,382,386.25,379.25,386,3.75,+0.98%,389463,1396697
ZCZ17,2017-07-25,395.5,397.5,382,382.25,-8.5,-2.18%,364382,1400075
ZCZ17,2017-07-24,389,391.25,384.75,390.75,-2.75,-0.70%,369076,1391833
ZCZ17,2017-07-21,404.5,404.75,392.5,393.5,-11.25,-2.78%,405635,1421728
ZCZ17,2017-07-20,396.25,406.75,394.5,404.75,8.5,+2.15%,407029,1388260
ZCZ17,2017-07-19,390,402.5,387.75,396.25,5.5,+1.41%,390856,1390407
ZCZ17,2017-07-18,394,402,389,390.75,2.75,+0.71%,485737,1400131
ZCZ17,2017-07-17,389,391.75,383.5,388,-1.5,-0.39%,315905,1378352
ZCZ17,2017-07-14,383.5,391.75,383,389.5,6.5,+1.70%,409350,1364006
ZCZ17,2017-07-13,398.25,398.5,381.75,383,-15.75,-3.95%,628248,1368188
ZCZ17,2017-07-12,412.5,413.5,397.5,398.75,-15.5,-3.74%,596470,1394107
ZCZ17,2017-07-11,416,417.25,407,414.25,-0.5,-0.12%,515357,1373866
ZCZ17,2017-07-10,410,415,409,414.75,22.25,+5.67%,626412,1349961
ZCU17,2017-07-07,389.5,397,388.25,392.5,2,+0.51%,482207,1322358
ZCU17,2017-07-06,390.25,391.5,382,390.5,-1.5,-0.38%,472249,1323867
ZCU17,2017-07-05,390,394.25,385.25,392,3.5,+0.90%,494510,1337886
ZCU17,2017-07-03,384,396,383.25,388.5,7.5,+1.97%,494384,1330520
ZCU17,2017-06-30,370,383,369.5,381,11.5,+3.11%,668963,1324610
ZCU17,2017-06-29,366.25,372,365.75,369.5,3.25,+0.89%,628971,1330410
ZCU17,2017-06-28,368.25,369,366,366.25,-1.5,-0.41%,618917,1353760
ZCU17,2017-06-27,369,372.5,367.5,367.75,0.5,+0.14%,630771,1361668
