Symbol,Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
D2Q22,2022-08-18,915.008,915.008,915.008,915.008,-5.955,-0.65%,250,4874
D2Q22,2022-08-17,920.963,920.963,920.963,920.963,-5.545,-0.60%,235,4759
D2Q22,2022-08-16,926.508,926.508,926.508,926.508,-3.16,-0.34%,75,4580
D2Q22,2022-08-15,929.668,929.668,929.668,929.668,-1.84,-0.20%,415,4550
D2Q22,2022-08-12,931.508,931.508,931.508,931.508,10.965,+1.19%,520,4370
D2Q22,2022-08-11,920.543,920.543,920.543,920.543,33.091,+3.73%,60,4290
D2Q22,2022-08-10,887.452,887.452,887.452,887.452,7.262,+0.83%,329,4275
D2Q22,2022-08-09,880.19,880.19,880.19,880.19,-16.489,-1.84%,329,4275
D2Q22,2022-08-08,896.679,896.679,896.679,896.679,-5.261,-0.58%,110,4011
D2Q22,2022-08-05,901.94,901.94,901.94,901.94,-16.898,-1.84%,331,3956
D2Q22,2022-08-04,918.838,918.838,918.838,918.838,-35.705,-3.74%,375,3919
D2Q22,2022-08-03,954.543,954.543,954.543,954.543,-32.159,-3.26%,140,3837
D2Q22,2022-08-02,986.702,986.702,986.702,986.702,-30.92,-3.04%,20,3765
D2Q22,2022-08-01,1017.622,1017.622,1005.69,1017.622,-18.591,-1.79%,15,3765
D2Q22,2022-07-29,1036.213,1036.213,1036.213,1036.213,-7.5,-0.72%,196,3765
D2Q22,2022-07-28,1043.713,1043.713,1043.713,1043.713,-15.,-1.42%,140,4642
D2Q22,2022-07-27,1058.713,1058.713,1058.713,1058.713,21,+2.02%,25,4582
D2Q22,2022-07-26,1037.713,1037.713,1037.713,1037.713,14,+1.37%,80,4582
D2Q22,2022-07-25,1023.713,1023.713,1023.713,1023.713,0,0.00%,60,4592
D2Q22,2022-07-22,1023.713,1023.713,1023.713,1023.713,-17.5,-1.68%,190,4602
D2Q22,2022-07-21,1041.213,1041.213,1041.213,1041.213,-15.,-1.42%,0,4602
D2Q22,2022-07-20,1056.213,1056.213,1056.213,1056.213,-2.5,-0.24%,5,4602
D2Q22,2022-07-19,1058.713,1058.713,1058.713,1058.713,-17.5,-1.63%,5,4602
D2Q22,2022-07-18,1076.213,1076.213,1076.213,1076.213,2.5,+0.23%,20,4597
D2Q22,2022-07-15,1073.713,1073.713,1073.713,1073.713,25,+2.38%,210,4597
D2Q22,2022-07-14,1048.713,1048.713,1048.713,1048.713,-2.5,-0.24%,60,4602
D2Q22,2022-07-13,1051.213,1051.213,1051.213,1051.213,-12.5,-1.18%,10,4587
D2Q22,2022-07-12,1063.713,1063.713,1063.713,1063.713,-27.5,-2.52%,77,4577
D2Q22,2022-07-11,1091.213,1091.213,1091.213,1091.213,2.5,+0.23%,194,4577
D2Q22,2022-07-08,1088.713,1088.713,1088.713,1088.713,30,+2.83%,242,4575
D2Q22,2022-07-07,1058.713,1058.713,1058.713,1058.713,-15.,-1.40%,113,4518
D2Q22,2022-07-06,1073.713,1073.713,1073.713,1073.713,-15.,-1.38%,200,4548
D2Q22,2022-07-05,1088.713,1088.713,1088.713,1088.713,15,+1.40%,260,4548
D2Q22,2022-07-01,1073.713,1073.713,1073.713,1073.713,21.5,+2.04%,381,4473
D2Q22,2022-06-30,1052.213,1052.213,1052.213,1052.213,-1.5,-0.14%,285,4325
D2Q22,2022-06-29,1053.713,1053.713,1053.713,1053.713,27.5,+2.68%,300,5439
D2Q22,2022-06-28,1026.213,1026.213,1026.213,1026.213,28,+2.81%,140,5447
D2N22,2022-06-27,998.213,998.213,998.213,998.213,-25.,-2.44%,0,5414
D2M22,2022-06-24,1023.213,1023.213,1023.213,1023.213,-6.275,-0.61%,280,5414
D2M22,2022-06-23,1029.488,1029.488,1029.488,1029.488,-6.,-0.58%,15,5414
D2M22,2022-06-22,1035.488,1035.488,1035.488,1035.488,-5.213,-0.50%,15,5414
D2M22,2022-06-21,1040.701,1040.701,1040.701,1040.701,0.113,+0.01%,0,5399
D2M22,2022-06-17,1040.588,1040.588,1040.588,1040.588,2.487,+0.24%,295,5399
D2M22,2022-06-16,1038.101,1038.101,1038.101,1038.101,3.875,+0.37%,180,5399
D2M22,2022-06-15,1034.226,1034.226,1034.226,1034.226,27.325,+2.71%,145,5469
D2M22,2022-06-14,1006.901,1006.901,1006.901,1006.901,35.925,+3.70%,119,5439
D2M22,2022-06-13,970.976,970.976,970.976,970.976,-30.875,-3.08%,150,5488
D2M22,2022-06-10,1001.851,1001.851,1001.851,1001.851,-17.787,-1.74%,255,5468
D2M22,2022-06-09,1019.638,1019.638,1019.638,1019.638,-16.988,-1.64%,125,5468
D2M22,2022-06-08,1036.626,1036.626,1036.626,1036.626,7.5,+0.73%,105,5413
D2M22,2022-06-07,1029.126,1029.126,1029.126,1029.126,-6.225,-0.60%,75,5308
D2M22,2022-06-06,1035.351,1035.351,1035.351,1035.351,11.588,+1.13%,315,5283
D2M22,2022-06-03,1023.763,1023.763,1023.763,1023.763,0,0.00%,505,5113
D2M22,2022-06-02,1023.763,1023.763,1023.763,1023.763,19,+1.89%,35,5113
D2M22,2022-06-01,1004.763,1004.763,1004.763,1004.763,62.925,+6.68%,445,5113
D2M22,2022-05-31,941.838,941.838,941.838,941.838,71,+8.15%,520,5098
D2M22,2022-05-27,870.838,870.838,870.838,870.838,2.5,+0.29%,330,6054
D2M22,2022-05-26,868.338,868.338,868.338,868.338,-2.5,-0.29%,220,6054
D2M22,2022-05-25,870.838,870.838,870.838,870.838,-6.,-0.68%,10,6104
D2M22,2022-05-24,876.838,876.838,876.838,876.838,-7.5,-0.85%,245,6094
D2M22,2022-05-23,884.338,884.338,884.338,884.338,-30.,-3.28%,245,6094
D2M22,2022-05-20,914.338,914.338,914.338,914.338,10,+1.11%,195,6059
D2M22,2022-05-19,904.338,904.338,904.338,904.338,0,0.00%,0,6059
D2M22,2022-05-18,904.338,904.338,904.338,904.338,0,0.00%,70,6059
D2M22,2022-05-17,904.338,904.338,904.338,904.338,0,0.00%,80,6059
D2M22,2022-05-16,904.338,904.338,904.338,904.338,40,+4.63%,345,6044
D2M22,2022-05-13,864.338,864.338,864.338,864.338,7.5,+0.88%,780,5964
D2M22,2022-05-12,856.838,856.838,856.838,856.838,45.5,+5.61%,335,5874
D2M22,2022-05-11,811.338,811.338,811.338,811.338,12,+1.50%,215,5889
D2M22,2022-05-10,799.338,799.338,799.338,799.338,-5.,-0.62%,160,5869
D2M22,2022-05-09,804.338,804.338,804.338,804.338,0,0.00%,430,5869
D2M22,2022-05-06,804.338,804.338,804.338,804.338,-7.5,-0.92%,565,5779
D2M22,2022-05-05,811.838,811.838,811.838,811.838,-33.5,-3.96%,360,5554
D2M22,2022-05-04,845.338,845.338,845.338,845.338,-9.,-1.05%,255,5559
D2M22,2022-05-03,854.338,854.338,854.338,854.338,-10.,-1.16%,90,5436
D2M22,2022-05-02,864.338,864.338,864.338,864.338,0,0.00%,279,5391
D2M22,2022-04-29,864.338,864.338,864.338,864.338,-5.,-0.58%,369,5391
D2M22,2022-04-28,869.338,869.338,869.338,869.338,5,+0.58%,165,6259
D2M22,2022-04-27,864.338,864.338,864.338,864.338,-10.,-1.14%,180,6244
D2M22,2022-04-26,874.338,874.338,874.338,874.338,-5.,-0.57%,130,6134
D2M22,2022-04-25,879.338,879.338,879.338,879.338,-10.,-1.12%,20,6133
D2M22,2022-04-22,889.338,889.338,889.338,889.338,-18.,-1.98%,205,6133
D2M22,2022-04-21,907.338,907.338,907.338,907.338,18,+2.02%,190,6113
D2M22,2022-04-20,889.338,889.338,889.338,889.338,-1.,-0.11%,290,6093
D2M22,2022-04-19,890.338,890.338,890.338,890.338,53,+6.33%,120,5928
D2J22,2022-04-18,837.338,837.338,837.338,837.338,0,0.00%,0,5898
D2J22,2022-04-14,837.338,837.338,837.338,837.338,4.329,+0.52%,195,5898
D2J22,2022-04-13,833.009,833.009,833.009,833.009,9.908,+1.20%,120,5843
D2J22,2022-04-12,823.101,823.101,823.101,823.101,-1.671,-0.20%,125,5763
D2J22,2022-04-11,824.772,824.772,824.772,824.772,1.724,+0.21%,0,5658
D2J22,2022-04-08,823.048,823.048,823.048,823.048,-1.579,-0.19%,190,5658
D2J22,2022-04-07,824.627,824.627,824.627,824.627,-7.698,-0.92%,65,5658
D2J22,2022-04-06,832.325,832.325,832.325,832.325,1.369,+0.16%,120,5658
D2J22,2022-04-05,830.956,830.956,830.956,830.956,5.605,+0.68%,105,5638
D2J22,2022-04-04,825.351,825.351,825.351,825.351,43.145,+5.52%,145,5678
D2J22,2022-04-01,782.206,782.206,782.206,782.206,15.842,+2.07%,242,5698
D2J22,2022-03-31,766.364,766.364,766.364,766.364,0,0.00%,240,5638
D2J22,2022-03-30,766.364,766.364,766.364,766.364,35,+4.79%,260,7002
D2J22,2022-03-29,731.364,731.364,731.364,731.364,-30.,-3.94%,90,6817
D2J22,2022-03-28,761.364,761.364,761.364,761.364,21,+2.84%,60,6752
D2H22,2022-03-25,740.364,740.364,740.364,740.364,2.75,+0.37%,124,6752
D2H22,2022-03-24,737.614,737.614,737.614,737.614,-16.359,-2.17%,193,6732
D2H22,2022-03-23,753.973,753.973,753.973,753.973,0,0.00%,399,6689
D2H22,2022-03-22,753.973,753.973,753.973,753.973,-1.826,-0.24%,198,6574
D2H22,2022-03-21,755.799,755.799,755.799,755.799,-2.989,-0.39%,118,6487
D2H22,2022-03-18,758.788,758.788,758.788,758.788,-1.152,-0.15%,345,6497
D2H22,2022-03-17,759.94,759.94,759.94,759.94,9.76,+1.30%,130,6377
D2H22,2022-03-16,750.18,750.18,750.18,750.18,-35.728,-4.55%,150,6312
D2H22,2022-03-15,785.908,785.908,785.908,785.908,-2.826,-0.36%,60,6282
D2H22,2022-03-14,788.734,788.734,788.734,788.734,-2.25,-0.28%,60,6247
D2H22,2022-03-11,790.984,790.984,790.984,790.984,-9.891,-1.24%,120,6257
D2H22,2022-03-10,800.875,800.875,800.875,800.875,-20.337,-2.48%,120,6262
D2H22,2022-03-09,821.212,821.212,821.212,821.212,-44.141,-5.10%,135,6277
D2H22,2022-03-08,865.353,865.353,865.353,865.353,29.75,+3.56%,135,6257
D2H22,2022-03-07,835.603,835.603,835.603,835.603,5.315,+0.64%,185,6262
D2H22,2022-03-04,830.288,830.288,830.288,830.288,46.435,+5.92%,175,6277
D2H22,2022-03-03,783.853,783.853,783.853,783.853,32.597,+4.34%,450,6207
D2H22,2022-03-02,751.256,751.256,751.256,751.256,71.848,+10.58%,780,6177
D2H22,2022-03-01,679.408,679.408,679.408,679.408,67.098,+10.96%,370,5959
D2H22,2022-02-28,612.31,612.31,612.31,612.31,10,+1.66%,345,5904
D2H22,2022-02-25,602.31,602.31,602.31,602.31,-3.,-0.50%,365,6967
D2H22,2022-02-24,605.31,605.31,605.31,605.31,97,+19.08%,450,6945
D2H22,2022-02-23,508.31,508.31,508.31,508.31,4,+0.79%,90,6985
D2H22,2022-02-22,504.31,504.31,504.31,504.31,7,+1.41%,75,6965
D2H22,2022-02-18,497.31,497.31,497.31,497.31,-5.,-1.00%,490,6930
D2H22,2022-02-17,502.31,502.31,502.31,502.31,-4.,-0.79%,400,6930
D2H22,2022-02-16,506.31,506.31,506.31,506.31,36,+7.65%,160,6840
D2H22,2022-02-15,470.31,470.31,470.31,470.31,6,+1.29%,403,6735
D2H22,2022-02-14,464.31,464.31,464.31,464.31,-2.,-0.43%,403,6735
D2H22,2022-02-11,466.31,466.31,466.31,466.31,3,+0.65%,293,6601
D2H22,2022-02-10,463.31,463.31,463.31,463.31,3,+0.65%,195,6580
D2H22,2022-02-09,460.31,460.31,460.31,460.31,1,+0.22%,265,6575
D2H22,2022-02-08,459.31,459.31,459.31,459.31,-15.,-3.16%,163,6467
D2H22,2022-02-07,474.31,474.31,474.31,474.31,17,+3.72%,179,6437
D2H22,2022-02-04,457.31,457.31,457.31,457.31,-5.,-1.08%,205,6414
D2H22,2022-02-03,462.31,462.31,462.31,462.31,-21.,-4.35%,150,6349
D2H22,2022-02-02,483.31,483.31,483.31,483.31,-5.,-1.02%,165,6294
D2H22,2022-02-01,488.31,488.31,488.31,488.31,6,+1.24%,135,6274
D2H22,2022-01-31,482.31,482.31,482.31,482.31,0,0.00%,30,6189
D2H22,2022-01-28,482.31,482.31,482.31,482.31,12,+2.55%,202,7291
D2H22,2022-01-27,470.31,470.31,470.31,470.31,0,0.00%,120,7221
D2H22,2022-01-26,470.31,470.31,470.31,470.31,-40.,-7.84%,627,7181
D2H22,2022-01-25,510.31,510.31,510.31,510.31,-20.,-3.77%,160,7017
D2H22,2022-01-24,530.31,530.31,530.31,530.31,3,+0.57%,230,7017
D2F22,2022-01-21,527.31,527.31,527.31,527.31,-3.337,-0.63%,215,6914
D2F22,2022-01-20,530.647,530.647,530.647,530.647,-1.05,-0.20%,228,6909
D2F22,2022-01-19,531.697,531.697,531.697,531.697,-2.363,-0.44%,248,6909
D2F22,2022-01-18,534.06,534.06,534.06,534.06,-4.012,-0.75%,250,6839
D2F22,2022-01-14,538.072,538.072,538.072,538.072,0,0.00%,506,6834
D2F22,2022-01-13,531.76,531.76,531.76,538.072,19.212,+3.70%,185,6644
D2F22,2022-01-12,518.86,518.86,518.86,518.86,19.825,+3.97%,200,6584
D2F22,2022-01-11,499.035,499.035,499.035,499.035,23.8,+5.01%,363,6602
D2F22,2022-01-10,475.235,475.235,475.235,475.235,8.263,+1.77%,660,6601
D2F22,2022-01-07,466.972,466.972,466.972,466.972,-1.388,-0.30%,193,6503
D2F22,2022-01-06,468.36,468.36,468.36,468.36,1.263,+0.27%,37,6464
D2F22,2022-01-05,467.097,467.097,467.097,467.097,-12.363,-2.58%,190,6470
D2F22,2022-01-04,479.46,479.46,479.46,479.46,-4.662,-0.96%,174,6369
D2F22,2022-01-03,484.122,484.122,484.122,484.122,0,0.00%,25,6369
D2F22,2021-12-31,484.122,484.122,484.122,484.122,-8.,-1.63%,174,6369
D2F22,2021-12-30,492.122,492.122,492.122,492.122,-11.,-2.19%,172,7757
D2F22,2021-12-29,503.122,503.122,503.122,503.122,0,0.00%,0,7781
D2F22,2021-12-28,503.122,503.122,503.122,503.122,0,0.00%,0,7781
D2F22,2021-12-27,503.122,503.122,503.122,503.122,3,+0.60%,170,7781
D2Z21,2021-12-23,500.122,500.122,500.122,500.122,0,0.00%,275,7781
D2Z21,2021-12-22,500.11,500.11,500.11,500.122,-0.405,-0.08%,264,7781
D2Z21,2021-12-21,500.527,500.527,500.527,500.527,-1.69,-0.34%,164,7629
D2Z21,2021-12-20,502.217,502.217,502.217,502.217,-0.881,-0.18%,30,7605
D2Z21,2021-12-17,503.098,503.098,503.098,503.098,0,0.00%,215,7605
D2Z21,2021-12-16,505.634,505.634,505.634,503.098,-0.476,-0.09%,240,7595
D2Z21,2021-12-15,503.574,503.574,503.574,503.574,-1.167,-0.23%,240,7595
D2Z21,2021-12-14,504.741,504.741,504.741,504.741,5.821,+1.17%,20,7625
D2Z21,2021-12-13,498.92,498.92,498.92,498.92,2.691,+0.54%,0,7615
D2Z21,2021-12-10,496.229,496.229,496.229,496.229,8.547,+1.75%,345,7615
D2Z21,2021-12-09,487.682,487.682,487.682,487.682,36.429,+8.07%,345,7615
D2Z21,2021-12-08,451.253,451.253,451.253,451.253,50.845,+12.70%,365,7465
D2Z21,2021-12-07,400.408,400.408,400.408,400.408,77.048,+23.83%,500,7445
D2Z21,2021-12-06,323.36,323.36,323.36,323.36,21.357,+7.07%,237,7347
D2Z21,2021-12-03,302.003,302.003,302.003,302.003,0,0.00%,250,7377
D2Z21,2021-12-02,247.241,247.241,247.241,302.003,87.976,+41.11%,187,7337
D2Z21,2021-12-01,214.027,214.027,214.027,214.027,29.524,+16.00%,195,7322
D2Z21,2021-11-30,184.503,184.503,184.503,184.503,-85.,-31.54%,160,7326
D2Z21,2021-11-29,269.503,269.503,269.503,269.503,-35.,-11.49%,294,8497
D2Z21,2021-11-26,304.503,304.503,304.503,304.503,-63.,-17.14%,446,8467
D2Z21,2021-11-24,367.503,367.503,367.503,367.503,-5.,-1.34%,290,8484
D2Z21,2021-11-23,372.503,372.503,372.503,372.503,-7.,-1.84%,185,8477
D2Z21,2021-11-22,379.503,379.503,379.503,379.503,-30.,-7.33%,391,8451
D2Z21,2021-11-19,409.503,409.503,409.503,409.503,0,0.00%,445,8451
D2Z21,2021-11-18,422.503,422.503,422.503,409.503,-25.,-5.75%,130,8386
D2Z21,2021-11-17,434.503,434.503,434.503,434.503,-20.,-4.40%,30,8436
D2Z21,2021-11-16,454.503,454.503,454.503,454.503,-20.,-4.21%,18,8424
D2Z21,2021-11-15,474.503,474.503,474.503,474.503,-35.,-6.87%,427,8406
D2Z21,2021-11-12,509.503,509.503,509.503,509.503,0,0.00%,481,8413
D2Z21,2021-11-11,559.503,559.503,559.503,509.503,-51.,-9.10%,184,8383
D2Z21,2021-11-10,560.503,560.503,560.503,560.503,-1.,-0.18%,576,8368
D2Z21,2021-11-09,561.503,561.503,561.503,561.503,62,+12.41%,627,8364
D2Z21,2021-11-08,499.503,499.503,499.503,499.503,5,+1.01%,30,8087
D2Z21,2021-11-05,494.503,494.503,494.503,494.503,35,+7.62%,199,8057
D2Z21,2021-11-04,459.503,459.503,459.503,459.503,17,+3.84%,159,8047
D2Z21,2021-11-03,442.503,442.503,442.503,442.503,18,+4.24%,225,8038
D2Z21,2021-11-02,424.503,424.503,424.503,424.503,100,+30.82%,645,8018
D2Z21,2021-11-01,324.503,324.503,324.503,324.503,2,+0.62%,84,7763
D2Z21,2021-10-29,322.503,322.503,322.503,322.503,1,+0.31%,222,7707
D2Z21,2021-10-28,321.503,321.503,321.503,321.503,16,+5.24%,125,8754
D2Z21,2021-10-27,305.503,305.503,305.503,305.503,3,+0.99%,135,8754
D2X21,2021-10-26,302.503,302.503,302.503,302.503,-5.,-1.63%,185,8669
D2X21,2021-10-25,307.503,307.503,307.503,307.503,15,+5.13%,253,8664
D2X21,2021-10-22,292.503,292.503,292.503,292.503,15,+5.41%,356,8574
D2X21,2021-10-21,277.503,277.503,277.503,277.503,7,+2.59%,347,8540
D2X21,2021-10-20,270.503,270.503,270.503,270.503,23,+9.29%,132,8375
D2X21,2021-10-19,247.503,247.503,247.503,247.503,36,+17.02%,405,8365
D2X21,2021-10-18,211.503,211.503,211.503,211.503,15,+7.63%,130,8245
D2X21,2021-10-15,196.503,196.503,196.503,196.503,1,+0.51%,117,8175
D2X21,2021-10-14,195.503,195.503,195.503,195.503,-7.,-3.46%,377,8145
D2X21,2021-10-13,202.503,202.503,202.503,202.503,-1.,-0.49%,164,8039
D2X21,2021-10-12,203.503,203.503,203.503,203.503,9,+4.63%,170,8047
D2X21,2021-10-11,194.503,194.503,194.503,194.503,2,+1.04%,150,7932
D2X21,2021-10-08,192.503,192.503,192.503,192.503,0,0.00%,320,7942
D2X21,2021-10-07,192.503,192.503,192.503,192.503,15,+8.45%,400,7887
D2X21,2021-10-06,177.503,177.503,177.503,177.503,32,+21.99%,905,7777
D2X21,2021-10-05,145.503,145.503,145.503,145.503,9,+6.59%,580,7571
D2X21,2021-10-04,136.503,136.503,136.503,136.503,24,+21.33%,410,7446
D2X21,2021-10-01,112.503,112.503,112.503,112.503,17,+17.80%,410,7406
D2V21,2021-09-30,95.503,95.503,95.503,95.503,-2.,-2.05%,592,7139
D2V21,2021-09-29,97.503,97.503,97.503,97.503,-3.,-2.98%,607,8159
D2V21,2021-09-28,100.503,100.503,100.503,100.503,31,+44.60%,409,7710
D2V21,2021-09-27,69.503,69.503,69.503,69.503,8,+13.01%,170,7546
D2V21,2021-09-24,61.503,61.503,61.503,61.503,3,+5.13%,311,7451
D2V21,2021-09-23,58.503,58.503,58.503,58.503,8,+15.84%,429,7413
D2V21,2021-09-22,50.503,50.503,50.503,50.503,-7.,-12.17%,432,7216
D2V21,2021-09-21,57.503,57.503,57.503,57.503,-11.,-16.06%,380,6972
D2V21,2021-09-20,68.503,68.503,68.503,68.503,-9.,-11.61%,30,6888
D2V21,2021-09-17,77.503,77.503,77.503,77.503,-1.,-1.27%,315,6878
D2U21,2021-09-16,79.753,79.753,79.753,78.503,-0.647,-0.82%,0,6898
D2U21,2021-09-15,79.15,79.15,79.15,79.15,0.25,+0.32%,30,6898
D2U21,2021-09-14,78.9,78.9,78.9,78.9,-1.182,-1.48%,30,6898
D2U21,2021-09-13,80.082,80.082,80.082,80.082,0.307,+0.38%,260,6868
D2U21,2021-09-10,79.775,79.775,79.775,79.775,0,0.00%,315,6868
D2U21,2021-09-09,81.037,81.037,81.037,79.775,13.613,+20.58%,1172,6628
D2U21,2021-09-08,66.162,66.162,66.162,66.162,6.08,+10.12%,405,5990
D2U21,2021-09-07,60.082,60.082,60.082,60.082,23.863,+65.89%,597,5929
D2U21,2021-09-03,36.219,36.219,36.219,36.219,4.534,+14.31%,155,5708
D2U21,2021-09-02,31.685,31.685,31.685,31.685,-1.988,-5.90%,130,5697
D2U21,2021-09-01,33.673,33.673,33.673,33.673,34.943,"-2,751.42%",407,5673
D2U21,2021-08-31,-1.27,-1.27,-1.27,-1.27,-3.,-173.41%,470,5697
D2U21,2021-08-30,1.73,1.73,1.73,1.73,0,0.00%,106,6815
D2U21,2021-08-27,1.73,1.73,1.73,1.73,10,-120.92%,166,6815
D2U21,2021-08-26,-8.27,-8.27,-8.27,-8.27,8,-49.17%,126,6815
D2U21,2021-08-25,-16.27,-16.27,-16.27,-16.27,4,-19.73%,385,6811
D2U21,2021-08-24,-20.27,-20.27,-20.27,-20.27,8,-28.30%,278,6763
D2U21,2021-08-23,-28.27,-28.27,-28.27,-28.27,5,-15.03%,160,6686
D2U21,2021-08-20,-33.27,-33.27,-33.27,-33.27,1,-2.92%,71,6647
D2U21,2021-08-19,-34.27,-34.27,-34.27,-34.27,-5.,+17.08%,81,6647
D2U21,2021-08-18,-29.27,-29.27,-29.27,-29.27,6,-17.01%,120,6607
D2U21,2021-08-17,-35.27,-35.27,-35.27,-35.27,-6.,+20.50%,126,6607
D2U21,2021-08-16,-29.27,-29.27,-29.27,-29.27,-5.,+20.60%,91,6598
D2U21,2021-08-13,-24.27,-24.27,-24.27,-24.27,-2.,+8.98%,193,6560
D2U21,2021-08-12,-22.27,-22.27,-22.27,-22.27,8,-26.43%,235,6587
D2Q21,2021-08-11,-30.27,-30.27,-30.27,-30.27,6.429,-17.52%,246,6545
D2Q21,2021-08-10,-36.699,-36.699,-36.699,-36.699,0.047,-0.13%,215,6395
D2Q21,2021-08-09,-36.746,-36.746,-36.746,-36.746,-0.381,+1.05%,135,6366
D2Q21,2021-08-06,-36.365,-36.365,-36.365,-36.365,0.286,-0.78%,168,6376
D2Q21,2021-08-05,-36.651,-36.651,-36.651,-36.651,11.036,-23.14%,165,6319
D2Q21,2021-08-04,-47.687,-47.687,-47.687,-47.687,10.678,-18.30%,130,6269
D2Q21,2021-08-03,-58.365,-58.365,-58.365,-58.365,7.762,-11.74%,80,6309
D2Q21,2021-08-02,-66.127,-66.127,-66.127,-66.127,-20.452,+44.78%,353,6309
D2Q21,2021-07-30,-45.675,-45.675,-45.675,-45.675,5,-9.87%,398,6309
D2Q21,2021-07-29,-50.675,-50.675,-50.675,-50.675,5,-8.98%,130,7594
D2Q21,2021-07-28,-55.675,-55.675,-55.675,-55.675,1,-1.76%,208,7530
D2Q21,2021-07-27,-56.675,-56.675,-56.675,-56.675,-1.,+1.80%,199,7543
D2Q21,2021-07-26,-55.675,-55.675,-55.675,-55.675,-3.,+5.70%,90,7538
D2Q21,2021-07-23,-52.675,-52.675,-52.675,-52.675,-5.,+10.49%,95,7598
D2Q21,2021-07-22,-47.675,-47.675,-47.675,-47.675,-5.,+11.72%,125,7598
D2Q21,2021-07-21,-42.675,-42.675,-42.675,-42.675,-10.,+30.60%,120,7628
D2Q21,2021-07-20,-32.675,-32.675,-32.675,-32.675,-10.,+44.10%,88,7568
D2Q21,2021-07-19,-22.675,-22.675,-22.675,-22.675,-2.,+9.67%,63,7563
D2Q21,2021-07-16,-20.675,-20.675,-20.675,-20.675,-5.,+31.90%,73,7563
D2Q21,2021-07-15,-15.675,-15.675,-15.675,-15.675,-1.,+6.81%,110,7553
D2Q21,2021-07-14,-14.675,-14.675,-14.675,-14.675,-2.,+15.78%,57,7492
D2Q21,2021-07-13,-12.675,-12.675,-12.675,-12.675,-7.,+123.35%,80,7473
D2N21,2021-07-12,-5.675,-5.675,-5.675,-5.675,0.25,-4.22%,0,7420
D2N21,2021-07-09,-5.925,-5.925,-5.925,-5.925,1.341,-18.46%,246,7420
D2N21,2021-07-08,-7.266,-7.266,-7.266,-7.266,3.534,-32.72%,246,7420
D2N21,2021-07-07,-10.8,-10.8,-10.8,-10.8,8.182,-43.10%,261,7415
D2N21,2021-07-06,-18.982,-18.982,-18.982,-18.982,1.432,-7.01%,306,7194
D2N21,2021-07-02,-20.414,-20.414,-20.414,-20.414,-1.023,+5.28%,116,7019
D2N21,2021-07-01,-19.391,-19.391,-19.391,-19.391,0.818,-4.05%,127,7049
D2N21,2021-06-30,-20.209,-20.209,-20.209,-20.209,-1.,+5.21%,87,7032
D2N21,2021-06-29,-19.209,-19.209,-19.209,-19.209,1,-4.95%,75,8275
D2N21,2021-06-28,-20.209,-20.209,-20.209,-20.209,0,0.00%,160,8285
D2N21,2021-06-25,-20.209,-20.209,-20.209,-20.209,-2.,+10.98%,205,8250
D2N21,2021-06-24,-18.209,-18.209,-18.209,-18.209,-2.,+12.34%,361,8238
D2N21,2021-06-23,-16.209,-16.209,-16.209,-16.209,0,0.00%,282,8144
D2N21,2021-06-22,-16.209,-16.209,-16.209,-16.209,4,-19.79%,140,7999
D2N21,2021-06-21,-20.209,-20.209,-20.209,-20.209,3,-12.93%,117,7959
D2N21,2021-06-18,-23.209,-23.209,-23.209,-23.209,-12.,+107.06%,274,7948
D2N21,2021-06-17,-11.209,-11.209,-11.209,-11.209,-13.,-725.85%,270,7858
D2N21,2021-06-16,1.791,1.791,1.791,1.791,-2.,-52.76%,245,7933
D2N21,2021-06-15,3.791,3.791,3.791,3.791,-5.,-56.88%,180,7968
D2N21,2021-06-14,8.791,8.791,8.791,8.791,-5.,-36.26%,90,7919
D2N21,2021-06-11,13.791,13.791,13.791,13.791,-5.,-26.61%,220,7904
D2N21,2021-06-10,18.791,18.791,18.791,18.791,0,0.00%,100,7874
D2N21,2021-06-09,18.791,18.791,18.791,18.791,-4.,-17.55%,157,7864
D2M21,2021-06-08,22.791,22.791,22.791,22.791,-1.42,-5.87%,292,7828
D2M21,2021-06-07,24.211,24.211,24.211,24.211,3.795,+18.59%,120,7791
D2M21,2021-06-04,20.416,20.416,20.416,20.416,-0.5,-2.39%,56,7761
D2M21,2021-06-03,20.916,20.916,20.916,20.916,4.921,+30.77%,101,7741
D2M21,2021-06-02,15.995,15.995,15.995,15.995,0.59,+3.83%,116,7721
D2M21,2021-06-01,15.405,15.405,15.405,15.405,5.455,+54.82%,120,7630
D2M21,2021-05-28,9.95,9.95,9.95,9.95,1,+11.17%,130,7570
D2M21,2021-05-27,8.95,8.95,8.95,8.95,-2.,-18.26%,170,8644
D2M21,2021-05-26,10.95,10.95,10.95,10.95,-5.,-31.35%,270,8614
D2M21,2021-05-25,15.95,15.95,15.95,15.95,-4.,-20.05%,210,8501
D2M21,2021-05-24,19.95,19.95,19.95,19.95,0,0.00%,192,8498
D2M21,2021-05-21,19.95,19.95,19.95,19.95,-7.,-25.97%,368,8498
D2M21,2021-05-20,26.95,26.95,26.95,26.95,-1.,-3.58%,511,8438
D2M21,2021-05-19,27.95,27.95,27.95,27.95,-2.,-6.68%,187,8370
D2M21,2021-05-18,29.95,29.95,29.95,29.95,8,+36.45%,318,8305
